final_text,rating,label,aspect
"['rasa', 'enaaaakk', 'sekali']",5,positif,rasa
"['pesan', 'yang', 'terima', 'tidak', 'sesuai', 'mohon', 'di', 'cek', 'kembali', 'antara', 'tulis', 'dalam', 'box', 'dan', 'isi', 'di', 'dalam', 'nya', 'pesan', 'udang', 'asam', 'manis', 'yang', 'kasih', 'beda']",1,negatif,rasa
"['sbetulnya', 'mantap', 'sih', 'gudeg', 'dan', 'lauk', 'pauk', 'kasih', 'kerdus', 'pula', 'hanya', 'rasa', 'dan', 'bumbu', 'kurang', 'legit', 'asa', 'agak', 'ngambang', 'mungkin', 'perlu', 'dimodif', 'dikit', 'bumbu']",4,positif,porsi
"['jengkol', 'untuk', 'harga', 'sgitu', 'terlalu', 'sedikit']",3,negatif,porsi
"['rasa', 'enak', 'porsi', 'banyak', 'bersih', 'kemas', 'baik', 'cuma', 'sering', 'tutup']",5,positif,rasa
"['kurang', 'enak']",2,negatif,porsi
"['porsi', 'mantap', 'tapi', 'ayam', 'bakar', 'nya', 'kok', 'lembek', 'ya', 'kakak', 'seperti', 'sudah', 'mau', 'basi']",3,negatif,rasa
"['enakk', 'porsi', 'banyak', 'tapi', 'coba', 'cara', 'gulung', 'baik', 'lagi', 'supaya', 'lebih', 'padat', 'isi', 'tidak', 'gampang', 'mbrodhol']",5,positif,porsi
"['capcay', 'goreng', 'nya', 'asin']",2,negatif,rasa
"['kuah', 'nya', 'sedikit', 'asin']",2,negatif,porsi
"['rasa', 'masakan', 'tingkat', 'dengan', 'harga', 'segitu', 'harus', 'sudah', 'bikin', 'kenyang', 'tapi', 'tidak']",2,negatif,porsi
"['terlalu', 'manis', 'saja']",4,positif,rasa
"['enak', 'murah', 'dan', 'bersih']",5,positif,rasa
"['sedikit', 'kritik', 'bangun', 'untuk', 'ayam', 'agar', 'tepung', 'lebih', 'di', 'perhati', 'karena', 'kurang', 'mengcover', 'seluruh', 'daging', 'tapi', 'rasa', 'mantap']",5,positif,rasa
"['buah', 'taste', 'adalah', 'great', 'bagai', 'always', 'tho', 'i', 'hope', 'itu', 'kamu', 'dapat', 'torch', 'itu', 'a', 'lil', 'bit', 'more', 'karena', 'salah', 'satu', 'mozzarella', 'nya', 'kurang', 'melted', 'still', 'bagus', 'kerja', 'i', 'enjoyed', 'itu']",5,positif,porsi
"['asin', 'telor', 'nya']",3,negatif,rasa
"['masakan', 'terlalu', 'asin']",3,negatif,rasa
"['tidak', 'banyak', 'kalau', 'beli', 'dine', 'di', 'ya']",4,positif,porsi
"['selalu', 'konsisten', 'enak']",5,positif,rasa
"['hanya', 'mau', 'bilang', 'ku', 'senang', 'sekali', 'karena', 'camiles', 'pindah', 'dekat', 'rumah', 'bumbu', 'bakar', 'enak', 'daging', 'empuk', 'kalau', 'tidak', 'enak', 'tidak', 'akan', 'ulang', 'order', 'yang', 'bikin', 'tambah', 'karena', 'tiap', 'porsi', 'selalu', 'ada', 'urap', 'jaraaakk']",4,positif,porsi
"['sambal', 'gam', 'enak', 'sekali', 'packaging', 'nya', 'juga', 'sangat', 'rapi', 'dan', 'bersih', 'recommended', 'deh', 'pokok']",5,positif,kebersihan
"['kombinasi', 'yang', 'kurang', 'pas', 'indomi', 'goreng', 'dengan', 'geprek', 'telur', 'asin']",2,negatif,rasa
"['sedot', 'selalu', 'kurang']",3,negatif,porsi
"['agak', 'kurang', 'asin']",4,positif,porsi
"['tadi', 'pesan', 'paket', 'nasi', 'daun', 'jeruk', 'eh', 'datengnya', 'nasi', 'putih', 'biasa', 'enak', 'sih', 'rasa', 'hanya', 'ya', 'kecewa', 'saja', 'padahal', 'di', 'nota', 'sudah', 'benar', 'nasi', 'daun', 'jeruk']",2,negatif,rasa
"['rasa', 'ayam', 'nya', 'kurang', 'bosan', 'terus', 'mohon', 'diperbaikin', 'lagi', 'rasa', 'sambel', 'nya', 'yang', 'turut', 'aku', 'sambel', 'nya', 'kurang', 'halus', 'masih', 'ada', 'bawang', 'putih', 'yang', 'belum', 'halus', 'dan', 'minyak', 'yang', 'buat', 'nyiramin', 'sambel', 'mohon', 'di', 'kurang', 'karena', 'akan', 'sebab', 'minyak', 'nya', 'mana', 'jadi', 'mohon', 'baik', 'lagi', 'ya', 'rasa', 'dan', 'sambel', 'nya']",5,positif,rasa
"['wah', 'pasti', 'sudah', 'bersih']",5,positif,kebersihan
"['rasa', 'mantap', 'harga', 'little', 'bit', 'overpriced']",4,positif,rasa
"['ikan', 'tuna', 'rica', 'rica', 'sayur', 'kangkung', 'pisang', 'goreng', 'sambel', 'roti', 'goreng', 'gula', 'merah', 'dan', 'panada', 'semua', 'enak', 'sekali', 'sekali', 'obat', 'rasa', 'rindu', 'makan', 'manado']",5,positif,rasa
"['terima', 'kasih', 'mantap']",5,positif,rasa
"['kuah', 'dingin', 'tidak', 'panas', 'kaldu', 'kurang', 'rasa', 'hambar']",3,negatif,porsi
"['yang', 'hari', 'ini', 'rasa', 'enak', 'sekali', 'tapi', 'ayam', 'rada', 'undercook', 'dikit']",4,positif,rasa
"['porsi', 'jumbo', 'sekali', 'sih', 'ini', 'rasa', 'juga', 'mantap', 'lumayan', 'bisa', 'untuk', 'kali', 'makan', 'anggota', 'keluarga']",5,positif,rasa
"['kenapa', 'sih', 'selalu', 'enak']",5,positif,rasa
"['tidak', 'enak', 'daging', 'cincang', 'apek', 'sekali', 'daging', 'nya', 'gajih', 'semua', 'sambal', 'tidak', 'halus', 'sayur', 'dikit', 'sekali']",1,negatif,rasa
"['maaf', 'aku', 'baru', 'ikan', 'komentar', 'dari', 'kemarin', 'aku', 'punya', 'masalah', 'dengan', 'bab', 'karena', 'persis', 'malam', 'aku', 'order', 'besok', 'nya', 'langsung', 'bab', 'sampai', 'sekarang', 'kuah', 'gulai', 'atau', 'entah', 'ayam', 'rendang', 'memang', 'agak', 'sedikit', 'bau', 'asam', 'tapi', 'karena', 'aku', 'pikir', 'dengan', 'kirim', 'mungkin', 'bau', 'karena', 'kertas', 'bungkus', 'atau', 'apa', 'tapi', 'nyata', 'aku', 'besok', 'bab', 'mungkin', 'tolong', 'tingkat', 'dari', 'segi', 'kualitas', 'aku', 'paham', 'resto', 'padang', 'kalau', 'malam', 'tidak', 'semua', 'segar', 'baru', 'masak', 'tapi', 'mungkin', 'bisa', 'staff', 'nya', 'untuk', 'coba', 'semua', 'kualitas', 'makan', 'belum', 'di', 'kirim', 'ke', 'tamu', 'kalau', 'memang', 'tidak', 'yakin', 'lebih', 'baik', 'jangan', 'kirim', 'ke', 'tamu']",2,negatif,rasa
"['nasi', 'nya', 'tidak', 'enak', 'tiap', 'kali', 'beli', 'sana', 'tidak', 'ada', 'ubah']",2,negatif,rasa
"['kuah', 'nya', 'kurang', 'banyak']",5,positif,porsi
"['asin', 'nasi', 'minyak', 'kurang', 'kering']",4,positif,rasa
"['enak', 'banget', 'suka', 'itu']",5,positif,rasa
"['sambelnya', 'dominan', 'rasa', 'asem', 'banyak', 'asemnya', 'jadi', 'tidak', 'nikmat', 'makan', 'juga']",3,negatif,porsi
"['mendoan', 'enak', 'pisang', 'tidak', 'sesuai', 'kabar', 'dan', 'es', 'batu', 'tidak', 'sesuai', 'gambar']",3,negatif,rasa
"['puff', 'pastry', 'mushroom', 'nya', 'gosong', 'jadi', 'tidak', 'enak']",2,negatif,rasa
"['joss', 'kurang', 'pedas', 'saja']",5,positif,rasa
"['ada', 'rambut', 'di', 'nasi']",4,positif,kebersihan
"['mantap', 'sayur', 'di', 'pisah', 'plastik', 'rekomendasi', 'untuk', 'anak', 'kos']",5,positif,rasa
"['thankyou', 'makan', 'suka', 'anak', 'sering', 'beli', 'jual', 'juga', 'kulit', 'krispi', 'dong', 'enak', 'sekali', 'kriuk', 'nya', 'gurih', 'nya', 'pas', 'rasa', 'juga', 'oke', 'harga', 'jangkau', 'sering', 'kasih', 'promo', 'ya', 'sukses', 'selalu']",5,positif,rasa
"['enak', 'kok', 'usus', 'sapi', 'benar', 'bumbu', 'rasa', 'sekali']",4,positif,rasa
"['rasa', 'kurang', 'asa']",4,positif,rasa
"['ayam', 'kurang', 'segar']",2,negatif,porsi
"['porsi', 'jumbo', 'makan', 'enak', 'mantap']",4,positif,porsi
"['nasi', 'keras', 'kurang', 'mateng']",3,negatif,porsi
"['makan', 'yang', 'aku', 'dapat', 'tidak', 'sesuai', 'dengan', 'yang', 'aku', 'pesan', 'aku', 'pesan', 'fish', 'fillet', 'burger', 'minum', 'es', 'milo', 'datang', 'cheese', 'burger', 'yang', 'aku', 'kurang', 'suka', 'dan', 'coca', 'cola', 'yang', 'sudah', 'tidak', 'soda']",3,negatif,porsi
"['nasi', 'goreng', 'nya', 'kok', 'pakai', 'nasi', 'yang', 'belum', 'mateng', 'sih', 'masih', 'rasa', 'tekstur', 'beras', 'belum', 'mateng']",4,positif,rasa
"['recomended', 'sekali', 'syuka', 'sama', 'rasa', 'masakanya', 'apalagi', 'sambal', 'sayang', 'sekali']",5,positif,rasa
"['ini', 'juara', 'sih', 'bungkus', 'daun', 'jati', 'rasa', 'tidak', 'nanggung', 'tahan', 'ya', 'akan', 'sering', 'order', 'ini']",5,positif,rasa
"['enak', 'rasa', 'dan', 'banyak', 'porsi']",5,positif,rasa
"['porsi', 'tampil', 'di', 'gambar', 'beda', 'dengan', 'real']",4,positif,porsi
"['nasi', 'kurang', 'tanak', 'mohon', 'lebih', 'teliti', 'ya']",3,negatif,porsi
"['bumbu', 'asa', 'ayam', 'mantap', 'dan', 'varian', 'taichan', 'lain', 'tidak', 'kalah', 'endul', 'mantap', 'pol']",5,positif,rasa
"['sambal', 'lombok', 'ijone', 'kurang', 'freshh']",3,negatif,porsi
"['kurang', 'menu', 'ada', 'menu', 'yang', 'tidak', 'antar']",1,negatif,porsi
"['mantap', 'enak', 'mie', 'nya']",5,positif,rasa
"['enak', 'tapi', 'kurang', 'gurih', 'daging', 'lembut', 'jadi', 'makan', 'effortless', 'wortel', 'masih', 'agak', 'keras', 'dikit', 'terus', 'kentang', 'ya', 'seperti', 'agak', 'aneh', 'gitu']",5,positif,rasa
"['enak', 'bagai', 'always', 'coba', 'porsi', 'tambah', 'dikit']",5,positif,porsi
"['martabak', 'manis', 'nya', 'juara']",5,positif,rasa
"['rasa', 'mantap', 'tapi', 'portion', 'kurang', 'dari', 'awal', 'nasi', 'baik', 'juga', 'kalau', 'ada', 'yang', 'bisa', 'xxl', 'portion', 'lebih', 'baik', 'terima', 'kasih']",4,positif,porsi
"['tidak', 'sesuai', 'yang', 'aku', 'harap', 'goreng', 'banyak', 'minyak', 'tidak', 'bisa', 'kirim', 'foto', 'kalau', 'bisa', 'aku', 'kirim', 'foto', 'ini', 'kecewa', 'aku', 'yang', 'ke', 'pesan', 'di', 'marygame', 'udon', 'jcm']",1,negatif,porsi
"['kalau', 'saladnya', 'dingin', 'mungkin', 'lebih', 'mantap']",4,positif,rasa
"['kurang', 'manis', 'semua', 'tidak', 'seperti', 'biasa']",3,negatif,porsi
"['rasa', 'ayam', 'mcdonald', 'si', 'nya', 'mantap']",5,positif,rasa
"['saus', 'nya', 'kenapa', 'jadi', 'sachet', 'goreng', 'pangsit', 'dan', 'udang', 'rambutan', 'keburu', 'buru', 'ya', 'kurang', 'bosan', 'begitu', 'kurang', 'maksimal', 'beli', 'kali', 'ini']",2,negatif,porsi
"['turut', 'aku', 'masakan', 'harus', 'jaga', 'kualitas', 'aku', 'sempat', 'beli', 'beberapa', 'kali', 'dan', 'rasa', 'kadang', 'kurang', 'sesui', 'ekspektasi']",3,negatif,porsi
"['porsi', 'dikitt', 'tapi', 'rasa', 'nya', 'memang', 'enak', 'sekali', 'ya', 'bumbu', 'nya', 'hanya', 'kemarin', 'kuah', 'baso', 'aci', 'nya', 'hambar', 'kurang', 'asin', 'kalau', 'yang', 'seblak', 'enak', 'banget']",5,positif,rasa
"['kurang', 'asin', 'dikit']",5,positif,rasa
"['enak', 'semua', 'hanya', 'tadi', 'jeruk', 'yang', 'buat', 'topping', 'atas', 'kecut', 'over', 'semua', 'yang', 'lain', 'mantap', 'terimakasih']",5,positif,rasa
"['sambal', 'dan', 'bumbu', 'kurang', 'banyak']",5,positif,porsi
"['ayam', 'gepreknya', 'pedesnya', 'tidak', 'bisa', 'minta', 'jadi', 'kurang', 'nampol']",1,negatif,porsi
"['rasa', 'mangga', 'kurang']",3,negatif,rasa
"['kurang', 'asin', 'dikitt']",5,positif,porsi
"['mantap', 'spagetina']",4,positif,rasa
"['suka', 'sekali', 'rasa', 'pas', 'dan', 'ukur', 'medium', 'juga', 'buat', 'kak', 'sendiri', 'puas', 'sekali']",5,positif,rasa
"['emas', 'rapi', 'rasa', 'enak', 'ada', 'greeting', 'card', 'dalam', 'jadi', 'lebih', 'kesan', 'jarang', 'jumpain', 'yang', 'seperti', 'begini', 'di', 'makan', 'lain']",5,positif,rasa
"['asli', 'sih', 'parah', 'enak', 'sekali', 'dan', 'bikin', 'tagih']",5,positif,rasa
"['baked', 'potato', 'nya', 'tidak', 'dah', 'rasa', 'nya', 'sekali', 'kalau', 'aglio', 'olio', 'sudah', 'langgan', 'di', 'sini', 'dari', 'dulu']",4,positif,rasa
"['buat', 'saya', 'asin']",4,positif,rasa
"['enak', 'rasa', 'bumbu', 'pas', 'porsi', 'oke', 'pesan', 'masih', 'pagi', 'jadi', 'segar']",5,positif,rasa
"['jumlah', 'sate', 'tidak', 'sesuai', 'porsi']",1,negatif,porsi
"['biasa', 'saja', 'banyak', 'kuah', 'dan', 'kurang', 'asa']",3,negatif,porsi
"['paha', 'nya', 'benar', 'jumbo', 'mantap']",5,positif,rasa
"['es', 'jeruk', 'tawar', 'tidak', 'manis']",2,negatif,rasa
"['kuah', 'terlalu', 'encer', 'jadi', 'rasa', 'kurang', 'kalau', 'bisa', 'buat', 'pekat', 'sedikit']",3,negatif,rasa
"['bakso', 'nya', 'enak', 'sudah', 'langgan', 'cuma', 'untuk', 'kuah', 'kadang', 'asin', 'gurih', 'pas', 'kadang', 'kurang', 'mungkin', 'beda', 'krywn', 'yang', 'racik', 'tapi', 'untuk', 'bakso', 'bulat', 'nya', 'enak']",5,positif,rasa
"['lumayan', 'enak', 'lah']",4,positif,rasa
"['ayam', 'terlalu', 'kecil']",3,negatif,porsi
"['level', 'porsi', 'habis', 'tidak', 'sisa', 'tolong', 'buat', 'lebih', 'pedas', 'lagi']",5,positif,porsi
"['enak', 'sekali', 'sih', 'woyyyyyyt']",5,positif,rasa
"['mantap', 'minta', 'perhati', 'suka', 'jahe', 'dan', 'acar', 'terimakasih']",5,positif,rasa
"['enak', 'sih', 'tapi', 'sayang', 'saus', 'terlalu', 'sedikit', 'padahal', 'harga', 'juga', 'sudah', 'lumayan', 'mahal']",4,positif,rasa
"['mantap', 'enak', 'dan', 'kenyang']",5,positif,porsi
"['sambal', 'kurang', 'pedas']",5,positif,rasa
"['enak', 'sekali']",5,positif,rasa
"['enak', 'sekali', 'suka', 'tapi', 'pesan', 'edamame', 'kok', 'tidak', 'kasih', 'ya', 'terus', 'ayam', 'nya', 'kurang', 'segar']",4,positif,rasa
"['enak', 'sekali', 'empuk', 'juga', 'donatnyaa', 'sukakk']",5,positif,rasa
"['lebih', 'enak', 'dari', 'langgan', 'aku', 'tidak', 'bosan', 'sama', 'sekali', 'walau', 'coklat', 'keju', 'nya', 'banyak', 'martabak', 'telorny', 'rekomended']",5,positif,rasa
"['rasa', 'pas', 'sekali', 'sama', 'selera', 'aku', 'gudeg', 'tidak', 'terlalu', 'manis', 'telur', 'juga', 'terus', 'porsi', 'juga', 'pas', 'buat', 'tidak', 'banyak', 'sekali', 'yang', 'sampai', 'tidak', 'habis', 'gitu', 'nasi', 'kemas', 'juga', 'rapiii', 'buah', 'baik', 'deh', 'pokok', 'tahan', 'ya']",5,positif,porsi
"['paling', 'suka', 'karena', 'bersih', 'dan', 'rapi', 'packingn', 'makan', 'dan', 'minum', 'es', 'batu', 'bersih', 'bening', 'rasa', 'juga', 'enak']",5,positif,rasa
"['nasi', 'mau', 'basi', 'jangan', 'di', 'jual', 'juga', 'ibu', 'bapak', 'tolong', 'perhati', 'lagi', 'kualitas', 'makan', 'yang', 'di', 'jual']",2,negatif,kebersihan
"['kurang', 'tambah', 'telur']",5,positif,porsi
"['sambel', 'pecok', 'e', 'mara', 'gobyos', 'pedas', 'paling']",5,positif,rasa
"['kulit', 'nya', 'terlalu', 'asin']",3,negatif,rasa
"['tidak', 'papa', 'tunggu', 'lama', 'tapi', 'rasa', 'masih', 'fress']",5,positif,rasa
"['rasa', 'nya', 'benar', 'benar', 'enak', 'sekali', 'sekali', 'sekali', 'sekali', 'ramah', 'porsi', 'banyak', 'tidak', 'pelit', 'sukses', 'terus', 'moga', 'makin', 'ramai', 'amin']",5,positif,porsi
"['nasi', 'goreng', 'nya', 'eankkkkk', 'tapi', 'sayang', 'banyak', 'minyak', 'tapi', 'ini', 'enak']",5,positif,porsi
"['entah', 'mengapa', 'topping', 'tuna', 'melt', 'dan', 'veggie', 'garden', 'pizza', 'hari', 'ini', 'jauh', 'lebih', 'sedikit', 'banding', 'biasa', 'apa', 'karena', 'akhir', 'pekan']",4,positif,porsi
"['cumi', 'hitam', 'enak', 'empuk', 'pedesnya', 'nampol']",5,positif,rasa
"['sayur', 'di', 'cap', 'cay', 'nya', 'ada', 'yang', 'kurang', 'segar', 'jadi', 'agak', 'bau', 'pesan', 'teh', 'tawar', 'kasih', 'teh', 'manis']",3,negatif,porsi
"['seringkali', 'tidak', 'sesuai', 'pesan', 'dan', 'seringkali', 'tidak', 'konfirmasi', 'ke', 'driver', 'atau', 'customer', 'kecewa', 'pesan', 'nya', 'tidak', 'sama', 'dan', 'aku', 'rasa', 'rugi', 'tanggal', 'maret', 'sekitar', 'pukul', 'pagi', 'bagi', 'manager', 'harap', 'periksa', 'layan', 'atau', 'kasir', 'yang', 'siap', 'sangat', 'kecewa', 'aku', 'sangat', 'rugi']",1,negatif,rasa
"['biasa', 'saja', 'tidak', 'ada', 'yang', 'wow', 'ira', 'enak', 'sekali']",3,negatif,rasa
"['moga', 'segar', 'bersih', 'kualitas', 'no', 'agar', 'konsumen', 'tetap', 'sehat', 'dengan', 'makan', 'yang', 'di', 'makan', 'amin']",5,positif,kebersihan
"['ayam', 'kurang', 'matang', 'di', 'masa']",4,positif,porsi
"['pedesnya', 'tiada', 'lawan', 'dah', 'tidak', 'ngaruh', 'harga', 'cabe', 'hahaaa', 'cuminya', 'juga', 'sudah', 'lmyn', 'ada', 'daripada', 'dulu', 'cuma', 'sambel', 'doang', 'yang', 'banyak']",5,positif,porsi
"['enak', 'hanya', 'tolong', 'dikasuh', 'sendok', 'kakak', 'sudah', 'di', 'tulis', 'di', 'note', 'tapi', 'tetap', 'tidak', 'ada', 'sendok', 'jadi', 'makan', 'seperti', 'minum', 'es', 'teh', 'deh', 'sedot', 'wkwkwk']",5,positif,rasa
"['ambil', 'jauh', 'jadi', 'kita', 'dapat', 'nikmat', 'eating', 'nyala', 'buah', 'bus', 'from', 'jombor', 'ke', 'jakarta']",5,positif,rasa
"['minum', 'enak', 'pas', 'tidak', 'terlalu', 'manis', 'saya', 'suka', 'untuk', 'orang', 'yang', 'pertama', 'kali', 'coba']",4,positif,rasa
"['ayam', 'nya', 'asa', 'kok', 'makin', 'kecil', 'ya', 'tapi', 'rasa', 'tetap', 'mantul']",5,positif,porsi
"['sudah', 'jadi', 'langgann', 'kalau', 'rasa', 'tetap', 'oke']",5,positif,rasa
"['mantapps', 'rasa', 'mau', 'kukus', 'atau', 'bakar', 'hanya', 'isi', 'kurang', 'banyak', 'saja']",5,positif,porsi
"['mending', 'bikin', 'menu', 'baru', 'kalau', 'nurunkan', 'harga', 'dan', 'porsi', 'rang', 'kalau', 'promo', 'tapi', 'porsi', 'rang', 'bukan', 'promo', 'itu', 'nama', 'saya', 'mending', 'bayar', 'harga', 'non', 'promo', 'biar', 'dapat', 'yang', 'jumbo', 'benar', 'masalah', 'enggak', 'bisa', 'order', 'yang', 'non', 'promo', 'karena', 'menu', 'sama']",2,negatif,porsi
"['mantap', 'dengar', 'masuk', 'konsumen']",5,positif,rasa
"['bakso', 'kurang', 'pedas']",4,positif,rasa
"['rasa', 'selalu', 'enak', 'saya', 'suka', 'sama', 'sambal', 'ijonya', 'pedas', 'sopan', 'untuk', 'porsi', 'nasi', 'terlalu', 'banyak']",5,positif,rasa
"['aku', 'pesan', 'kenang', 'mantan', 'large', 'dan', 'thai', 'tea', 'ice', 'dan', 'no', 'ice', 'kaget', 'sekali', 'pas', 'tahu', 'nyata', 'kalau', 'no', 'ice', 'itu', 'isi', 'cuma', 'dari', 'cup', 'tidak', 'tahu', 'itu', 'memang', 'sop', 'nya', 'atau', 'ktelodoran', 'karyawan', 'tapi', 'sekali', 'sangat', 'di', 'sayang', 'hanya', 'di', 'kasih', 'sgitu', 'isi', 'benar', 'cuma', 'come', 'nyala', 'apakah', 'kalau', 'normal', 'ice', 'takar', 'thaitea', 'nya', 'memang', 'sgitu', 'karena', 'ingat', 'aku', 'ice', 'nya', 'juga', 'tidak', 'banyak', 'aku', 'cukup', 'sering', 'beli', 'jadi', 'aku', 'tahu', 'sekadar', 'saran', 'kalau', 'memang', 'thaitea', 'no', 'ice', 'takar', 'nya', 'memang', 'hanya', 'segitu', 'alangkah', 'lebih', 'baik', 'jika', 'guna', 'cup', 'yang', 'regular', 'saja', 'lebih', 'masuk', 'akal', 'dan', 'tidak', 'kecewa']",1,negatif,porsi
"['mohon', 'maaf', 'belum', 'bumbu', 'lotek', 'sangat', 'sedikit', 'jadi', 'lotek', 'kering', 'sekali', 'baru', 'ini', 'nemu', 'lotek', 'seperti', 'begini', 'saran', 'bumbu', 'lotek', 'ditambahin', 'lagi', 'biar', 'tidak', 'kering', 'sekali', 'soal', 'ini', 'benar', 'kering']",3,negatif,porsi
"['bumbu', 'hambar', 'dan', 'kasar']",1,negatif,rasa
"['aku', 'tiap', 'hari', 'beli', 'lotek', 'ini', 'bumbu', 'hari', 'ini', 'mantap', 'banyak', 'rasa', 'nya', 'porsi', 'banyak']",5,positif,porsi
"['porsi', 'banyak', 'kurang', 'dan', 'hitam', 'nya', 'yang', 'bikin', 'enak', 'rasa', 'kok', 'tidak', 'ada']",3,negatif,rasa
"['enak', 'dan', 'bersih']",5,positif,rasa
"['rasa', 'saus', 'kurang']",4,positif,porsi
"['seperti', 'biasa', 'rs', 'nya', 'tetap', 'enak', 'mnm', 'nya', 'juga', 'enak']",5,positif,rasa
"['hanya', 'sayang', 'asin', 'biasa', 'tidak']",4,positif,rasa
"['enak', 'tapi', 'rempah', 'agak', 'overpower', 'kali', 'ya', 'flavour', 'nya', 'kuat', 'tapi', 'overall', 'mantap', 'enak']",4,positif,rasa
"['benar', 'enak', 'sekali', 'ril', 'no', 'palsu', 'porsi', 'besar', 'ayam', 'benar', 'penuh', 'dan', 'padat', 'terus', 'rasa', 'garlicnya', 'itu', 'sedap', 'sekali', 'seperti', 'ini', 'pakai', 'garlic', 'cream', 'ya', 'inti', 'ini', 'enak', 'sekali', 'definitely', 'would', 'repurchase', 'dan', 'gratis', 'palestine']",5,positif,rasa
"['enak', 'sekali', 'bersih', 'kemas', 'oke', 'sampai', 'di', 'langgan', 'masih', 'hot']",5,positif,rasa
"['nikmat', 'dan', 'enak', 'saya', 'suka']",4,positif,rasa
"['nasi', 'goreng', 'enak', 'kirim', 'cepat', 'packagingnya', 'rapi', 'drivernya', 'ramah']",5,positif,kebersihan
"['sen', 'krispi', 'bakar', 'tapi', 'trnyta', 'tidak', 'bakar', 'hanya', 'krispi', 'kasih', 'saus', 'tetap', 'enak', 'tapi', 'kurang', 'puas', 'saja', 'pngennya', 'bakar']",3,negatif,rasa
"['kurang', 'asin', 'kakak', 'untuk', 'nasi', 'ayam', 'orak', 'arik', 'nya']",4,positif,rasa
"['oke', 'hanya', 'kadang', 'pesan', 'yang', 'asin', 'mesti', 'dapetnya', 'yang', 'manis', 'hehe']",4,positif,rasa
"['porsi', 'nasi', 'tambah', 'ya', 'buat', 'depan']",4,positif,porsi
"['rasa', 'bumbu', 'atau', 'rempah', 'sangat', 'kurang']",1,negatif,rasa
"['oke', 'kalau', 'boleh', 'kasih', 'masuk', 'mayonya', 'kurang', 'banyak', 'untuk', 'sayur', 'banyak', 'ini']",5,positif,porsi
"['sambelnya', 'sama', 'serundeng', 'enak', 'sekali', 'walaupun', 'paket', 'hemat', 'jujur', 'kulit', 'dikit', 'sekali', 'di', 'banding', 'porsi', 'nasi', 'seperti', 'harus', 'banyak', 'stok', 'tambah', 'kulit', 'nya', 'deh', 'di', 'menu', 'tadi', 'mau', 'pesan', 'sudah', 'habis', 'atau', 'bisa', 'di', 'tambah', 'jamur', 'krispi', 'karena', 'ini', 'kulit', 'sudah', 'habis', 'nasi', 'masih', 'banyak', 'wkwk']",4,positif,porsi
"['pesan', 'pedas', 'tanpa', 'sayur', 'malah', 'bikin', 'tidak', 'pedas', 'sama', 'sekali', 'dan', 'kasih', 'sayur']",1,negatif,rasa
"['asin', 'nasi', 'minyak', 'kurang', 'kering']",4,positif,porsi
"['minum', 'enak', 'porsi', 'roti', 'pas', 'utama', 'roti', 'isi', 'sirikayanya']",5,positif,porsi
"['tambusunya', 'mantap']",5,positif,rasa
"['enak', 'moga', 'porsi', 'bisa', 'tambah', 'dikit', 'lagi']",5,positif,rasa
"['kenapa', 'ayam', 'sekarang', 'kecil', 'ya']",4,positif,porsi
"['enak', 'kuah', 'pas', 'tidak', 'banyak', 'juga', 'tidak', 'terlalu', 'sedikit', 'banyak', 'tambah', 'toping', 'soto', 'gurih', 'sedap']",5,positif,porsi
"['se', 'enak', 'itu']",5,positif,rasa
"['mohon', 'maaf', 'tapi', 'nasi', 'seperti', 'mentah', 'dan', 'keras', 'rasa', 'ayam', 'lada', 'juga', 'tidak', 'asa', 'sama', 'sekali', 'porsi', 'daging', 'sedikit', 'sekali', 'tidak', 'worht', 'ke', 'try', 'maaf', 'tolong', 'baik', 'lagi', 'karena', 'sudah', 'banyak', 'yang', 'complaint', 'kalau', 'nasi', 'mentah', 'terimakasih']",1,negatif,rasa
"['sambel', 'nya', 'enak', 'sekali', 'ganyangka', 'kapan', 'kapan', 'promo', 'lagi', 'ya']",5,positif,rasa
"['enak', 'banget', 'mau', 'nangisssssss']",5,positif,rasa
"['mantap', 'puuooool', 'buat', 'rice', 'box', 'yang', 'beef', 'keju', 'mantap', 'semlitud']",5,positif,rasa
"['ayam', 'enak', 'sekali', 'tapi', 'sayang', 'nasi', 'belum', 'matang', 'mohon', 'baik']",4,positif,rasa
"['soto', 'enak', 'ceker', 'banyak', 'bungkus', 'oke', 'tapi', 'sate', 'usus', 'agak', 'pahit', 'mungkin', 'bisa', 'di', 'tambah', 'bumbu', 'lagi']",5,positif,porsi
"['seblaknya', 'enak', 'tapi', 'packagingny', 'terlalu', 'kecil', 'jadi', 'kalau', 'ambil', 'jauh', 'kuah', 'tidak', 'ada']",3,negatif,rasa
"['lanjut', 'bos', 'tingkat', 'saja', 'porsi', 'hehehee']",5,positif,porsi
"['mantap', 'pokok']",5,positif,rasa
"['mantap', 'ribu', 'sudah', 'dapat', 'nasi', 'ayam', 'soup', 'masih', 'mocha', 'floot', 'nya', 'juga', 'recomend', 'pokok', 'nya']",5,positif,rasa
"['tambah', 'daun', 'kemangi', 'enak']",5,positif,rasa
"['enak', 'gudeg', 'tapi', 'agak', 'sedikit', 'manis']",5,positif,porsi
"['enak', 'pakai', 'sekali']",5,positif,rasa
"['enak', 'e', 'puolllll']",5,positif,rasa
"['untuk', 'tahu', 'kurang', 'enak', 'tapi', 'kalau', 'untuk', 'yang', 'lain', 'ibu', 'nyussss']",5,positif,porsi
